,userid,itemid,courseid,finalgrade
3692,244,5066,6,39.1598070653996
3693,1769,5216,6,86.624387903843
3694,548,83,0,69.97958678418459
3695,2475,81,0,38.34348913611064
3696,3207,1942,2,60.573574803702094
3697,791,4148,5,74.0523416973623
3698,467,5068,6,44.902875274283254
3699,1887,1216,1,75.06684637432468
3700,2489,2312,2,46.24390297310018
3701,2823,54,0,70.54576633592562
3702,449,49,0,77.43768931379631
3703,375,4248,5,86.07492511827776
3704,247,13,0,50.16440677954363
3705,772,76,0,51.21001578603364
3706,1009,5577,6,67.69144057921832
3707,2870,8,0,29.532820428265392
3708,2344,2510,2,63.73817745099921
3709,2136,0,0,70.59220559079901
3710,2185,42,0,54.48350199428586
3711,414,89,0,71.08725591346034
3712,1401,1190,1,56.99182864427215
3713,3049,1219,1,37.87941853258166
3714,1748,2037,2,81.74154450831239
3715,600,1240,1,52.20668497725248
3716,2152,1052,1,47.2222913003027
3717,2985,12,0,51.925541102723976
3718,2109,18,0,83.76738829005187
3719,811,1931,2,65.80451090134402
3720,558,5075,6,29.93191635901394
3721,626,5115,6,31.418853743443968
3722,1658,16,0,40.71121725117591
3723,2781,7242,7,83.08109589945389
3724,1131,5286,6,78.48579289818379
3725,2904,5289,6,69.05014227647814
3726,1958,1862,2,52.70253288688494
3727,2984,37,0,20.87642189292698
3728,2993,42,0,57.426570575172555
3729,2842,1241,1,65.69646971582428
3730,1653,1188,1,44.99828385962995
3731,2767,1219,1,58.55464111296167
3732,1502,50,0,70.53198394481731
3733,2674,1244,1,85.18549730236217
3734,1080,49,0,63.23027261596923
3735,3066,49,0,49.092511283427655
3736,2806,5128,6,88.20150120543647
3737,3269,1,0,73.30842290724756
3738,1563,1918,2,68.58177613632076
3739,902,1159,1,77.81082964910438
3740,1858,5063,6,65.13911927891317
3741,2954,1058,1,82.78032606946496
3742,3098,1918,2,56.65596598506362
3743,1610,5627,6,64.853076772317
3744,1837,1871,2,65.63798762547465
3745,1273,1162,1,70.69917168858562
3746,381,5538,6,76.6166942267696
3747,1788,95,0,67.20600163584331
3748,2150,1179,1,84.97135087670637
3749,568,5064,6,44.23543309014342
3750,1104,13,0,62.23647506051052
3751,1647,73,0,52.83888674366343
3752,1525,1348,1,85.90054945489727
3753,1091,19,0,59.66196421598999
3754,2872,79,0,48.248803410818084
3755,439,45,0,32.846218767715435
3756,1074,42,0,75.37297221800834
3757,2013,1157,1,66.94076319963774
3758,3194,86,0,84.37750087561777
3759,1337,1058,1,51.84295040218592
3760,554,51,0,24.077189547238817
3761,825,37,0,77.13337362161862
3762,1537,5344,6,72.83056345917774
3763,2922,95,0,68.01475378427992
3764,448,5086,6,88.22839339728148
3765,2413,1885,2,31.389285241652495
3766,2143,97,0,50.49049248718313
3767,1680,1908,2,71.56730602268205
3768,2461,5064,6,31.036496588891715
3769,236,89,0,62.51151521866538
3770,2299,6332,7,66.3080180157197
3771,864,3250,3,51.997773887574525
3772,2101,1213,1,59.67525195052518
3773,1689,2149,2,57.31018991027388
3774,1580,137,0,35.20069760986269
3775,503,1905,2,91.24261171532612
3776,1913,86,0,67.52676422094758
3777,677,137,0,52.414250554798095
3778,2303,8,0,18.219527777362064
3779,245,1920,2,84.10283027443592
3780,1031,81,0,36.62760403454197
3781,1358,95,0,42.294473778491565
3782,1672,35,0,55.26679605028269
3783,986,8,0,49.092074288404156
3784,1103,2947,3,34.8036103592417
3785,1349,24,0,68.6104563533546
3786,2750,5485,6,55.15886382694466
3787,1647,1058,1,75.1465134106763
3788,3119,5087,6,77.62599744620312
3789,1139,82,0,34.23004593636306
3790,2166,5113,6,90.52866971971861
3791,1265,1905,2,39.92405768481141
3792,2582,1879,2,70.44625332204495
3793,1285,1956,2,54.55581448940043
3794,1033,5626,6,48.17112849315482
3795,705,55,0,86.73331491795994
3796,1027,5082,6,50.29926738207538
3797,1206,2944,3,34.41962007758637
3798,2810,1873,2,45.7663314719143
3799,1152,2943,3,55.1203235585811
3800,587,42,0,35.71519979419074
3801,1855,1238,1,47.658902394588125
3802,2345,8,0,73.89522369273769
3803,770,3815,4,41.09056963385294
3804,568,5307,6,47.150735208380155
3805,2433,1885,2,65.26155863074815
3806,2093,1917,2,68.26984367421012
3807,1139,38,0,67.90279700710856
3808,196,5345,6,48.021568292216166
3809,2218,5094,6,60.51314660004503
3810,1348,1178,1,54.15407363212955
3811,1745,5108,6,47.55376611351856
3812,2990,4360,5,79.29925664190738
3813,889,5287,6,34.310221445717346
3814,747,5069,6,43.30884501298734
3815,373,5612,6,62.63018724228088
3816,1086,5062,6,66.99938005870717
3817,1104,406,0,63.810155888148756
3818,1633,5076,6,77.8289550547076
3819,49,90,0,89.90047754345308
3820,1599,288,0,70.28344764338453
3821,1547,50,0,64.35683584749725
3822,636,81,0,80.29725803177769
3823,352,9,0,35.38259680991747
3824,1400,1184,1,73.01135757921178
3825,1186,1347,1,50.81819273033026
3826,76,400,0,66.30974339319522
3827,2484,5538,6,50.919638581813196
3828,2770,2009,2,45.68521389925666
3829,2345,64,0,67.61492419604816
3830,1372,1189,1,31.413650540928057
3831,49,1179,1,21.776218006195542
3832,2970,79,0,65.75266236704704
3833,1158,4253,5,85.1979035849284
3834,946,5056,6,37.55738089966876
3835,1449,1219,1,49.96971220219296
3836,2681,69,0,77.87294446688611
3837,1759,61,0,47.97520901997055
3838,2366,5126,6,72.49248733293872
3839,309,1142,1,47.86564782654299
3840,2956,4,0,68.19225424805296
3841,640,19,0,29.85152477743036
3842,980,6380,7,66.52434435138869
3843,1094,1046,1,41.11390053726255
3844,2210,5083,6,63.71237567559304
3845,587,49,0,17.446881785671113
3846,1243,1213,1,66.32681491939424
3847,76,5119,6,73.63984278620795
3848,559,2947,3,32.898398280175186
3849,808,6072,7,65.84090991947122
3850,327,19,0,67.4750791772558
3851,562,19,0,58.63982417135654
3852,1966,5611,6,66.5264289641835
3853,1484,9,0,29.982325200182856
3854,2152,1541,1,61.41207962836075
3855,2525,95,0,56.084791063295285
3856,1039,1215,1,63.67029557674324
3857,3058,85,0,69.21533042167582
3858,1632,55,0,77.93381960475203
3859,1743,42,0,26.496930020308024
3860,159,90,0,75.35835338369809
3861,104,3243,3,68.55245135693187
3862,2586,6403,7,48.58186410771601
3863,1028,38,0,80.3948829792093
3864,818,5086,6,33.382777852751765
3865,1201,18,0,67.4806928269307
3866,716,2312,2,45.984313672293894
3867,2921,2940,3,73.27182181717761
3868,360,1180,1,45.713304841673185
3869,1676,1130,1,82.63602530089094
3870,1807,5026,5,59.28246929308941
3871,689,35,0,13.070941626813966
3872,650,79,0,53.34117489842657
3873,1284,5119,6,83.09015388997399
3874,951,1873,2,77.23200116989254
3875,59,82,0,79.73364269708838
3876,2716,1862,2,51.47245664603601
3877,1676,1046,1,65.13729116633816
3878,1043,33,0,22.287034484273747
3879,344,22,0,79.47063967708637
3880,2475,91,0,79.30003531254225
3881,929,4287,5,69.21291778754586
3882,3143,5098,6,73.37145615895827
3883,1372,5063,6,45.51043815097439
3884,1346,5432,6,58.24445577827965
3885,1336,0,0,53.769874022699206
3886,2008,1122,1,72.4099347993397
3887,17,1175,1,50.536903017491376
3888,2284,71,0,69.92055930481634
3889,2493,1262,1,32.76748728346318
3890,2791,76,0,35.237124481077075
3891,1093,1905,2,59.35555974137186
3892,1618,5975,7,49.781768307616936
3893,1372,1178,1,75.39213894601774
3894,3003,5125,6,22.224801974121146
3895,352,37,0,89.11312295461605
3896,1978,51,0,63.04684734586418
3897,3069,2947,3,14.85087374270084
3898,658,5029,5,40.084538855283824
3899,627,4271,5,67.33485984787897
3900,328,5616,6,77.91173216318488
3901,1322,76,0,64.08484959440723
3902,2281,4738,5,66.84718452019023
3903,3155,36,0,49.83230502573999
3904,2508,36,0,24.976501564210384
3905,1401,55,0,91.96953180110431
3906,700,5132,6,50.005677638113895
3907,666,81,0,82.66256842542779
3908,2161,4289,5,25.444447618276847
3909,2023,4098,4,15.994421154558308
3910,3099,42,0,44.88349318244108
3911,1988,1096,1,33.53811390026331
3912,2325,5098,6,66.70278696939418
3913,1294,5434,6,46.311503976987765
3914,3207,1956,2,52.04590981670668
3915,2486,5104,6,50.25980150779194
3916,1524,117,0,47.92796892234239
3917,1478,64,0,50.003279756778426
3918,263,5135,6,51.383852524028114
3919,886,1200,1,29.390308087976084
3920,1291,4,0,72.29245330518373
3921,3181,5127,6,81.37677241172096
3922,932,5127,6,56.07365990086682
3923,568,5126,6,59.563216364908
3924,1817,2938,3,37.83307706919262
3925,683,5488,6,70.37138857854313
3926,1819,5290,6,51.623717381701745
3927,1066,1917,2,71.94205015826488
3928,1500,0,0,35.40991861968576
3929,1899,1050,1,67.6405172846419
3930,1777,5123,6,21.810138141380136
3931,351,1202,1,28.348174308689813
3932,195,5126,6,69.35915246699918
3933,2642,5056,6,70.97264406175762
3934,326,5078,6,79.78623620519596
3935,311,2510,2,52.47903788929956
3936,152,5056,6,56.72429760663456
3937,3144,5131,6,34.17136204253463
3938,2091,44,0,55.45018072702011
3939,1986,5345,6,55.09767702509367
3940,1184,1039,1,34.8023676825396
3941,1788,69,0,71.79684474267424
3942,48,0,0,11.53746502968339
3943,130,1917,2,64.2420393976709
3944,513,802,0,48.96923568059985
3945,618,798,0,65.33762039497798
3946,2516,89,0,64.32465998653086
3947,1278,5143,6,46.731829061912606
3948,3171,2941,3,48.48595690696365
3949,1276,4441,5,73.47938653931108
3950,255,1094,1,83.09569105948462
3951,1021,1208,1,48.9826483904758
3952,2503,1918,2,19.700168986815545
3953,447,1,0,54.38218269412642
3954,1012,1943,2,62.731428096143766
3955,2978,1175,1,60.791022009991075
3956,539,8,0,35.06956976255936
3957,1748,4,0,68.20019533615658
3958,651,4,0,66.8441772103286
3959,828,1880,2,80.20950201455351
3960,1615,6333,7,59.833851475764256
3961,3169,1151,1,35.84750573185529
3962,2423,54,0,63.4721348950575
3963,527,5083,6,49.00195139170132
3964,816,1128,1,80.91276825431271
3965,3226,5138,6,67.66090051141761
3966,2070,5495,6,51.90444862048771
3967,2892,1114,1,65.60617164561903
3968,1336,5061,6,67.43655697675791
3969,2328,796,0,48.63732137123152
3970,2610,37,0,40.734693921337005
3971,244,4,0,79.29175128823772
3972,2560,1905,2,34.81079784989341
3973,1918,5073,6,34.754082207641844
3974,1425,1862,2,68.3216428496267
3975,624,1119,1,53.79281138817688
3976,959,6401,7,19.859988484235483
3977,1788,91,0,67.14960116847813
3978,916,4398,5,80.73284355938407
3979,2641,3815,4,16.205696487787616
3980,896,5110,6,33.84132223647209
3981,2818,36,0,48.3969747741693
3982,3129,71,0,60.354744385668475
3983,2726,1,0,65.78568257612947
3984,2970,5066,6,57.05456982761208
3985,1546,4226,5,20.269749908796175
3986,1921,1377,1,49.075783913074
3987,1021,1936,2,74.51231878137479
3988,427,35,0,46.078150772172165
3989,1400,36,0,58.32762680373148
3990,2514,2997,3,63.34420302343924
3991,3146,81,0,50.72739108521241
3992,208,4289,5,43.78074700326006
3993,1347,1,0,61.140625001847305
3994,2337,1153,1,56.10158184580836
3995,3264,5115,6,33.93727959031399
3996,700,5111,6,45.38087249619654
3997,2610,1136,1,65.39922376953318
3998,2009,4255,5,22.719007237884576
3999,2582,49,0,48.31670673750669
4000,2878,4433,5,38.93987377632913
4001,351,1541,1,39.40449733549159
4002,2750,5459,6,47.266959963686965
4003,2166,5120,6,41.69920074127697
4004,1617,1039,1,41.01344106402525
4005,1264,1128,1,46.315189429353815
4006,963,5134,6,83.65045429873261
4007,432,81,0,62.59511231703589
4008,2158,4802,5,82.19946733776106
4009,1418,749,0,51.4526709973859
4010,3091,8,0,21.625663329707503
4011,1086,5123,6,64.02394193232682
4012,219,5118,6,25.180544574667152
4013,1763,37,0,65.4792134480478
4014,2404,1905,2,74.93708659644817
4015,2606,5118,6,42.624302144936856
4016,1008,9,0,65.03477359229406
4017,1491,3849,4,67.70374969933621
4018,2187,97,0,65.33754434477228
4019,899,63,0,46.45604955210307
4020,2945,13,0,51.74310445504998
4021,1590,4280,5,66.04136335552379
4022,1688,44,0,67.5804112154914
4023,3200,5343,6,62.0362360092297
4024,3208,5062,6,63.774301089142696
4025,1488,61,0,49.18607071602788
4026,1517,18,0,34.37110707557939
4027,1788,1908,2,33.83082744951531
4028,2036,9,0,37.7413175817848
4029,1674,91,0,14.17643102897903
4030,891,4102,4,55.2766743581158
4031,3193,5291,6,85.27391914730957
4032,2853,50,0,70.27285096557102
4033,1387,58,0,75.12934867951665
4034,1108,69,0,69.817390667525
4035,2285,5292,6,38.31392664460834
4036,1191,98,0,80.77192494564609
4037,2696,5112,6,66.01658181552402
4038,2472,1048,1,47.85234487504208
4039,2604,1889,2,42.20766721972119
4040,1118,2941,3,68.68235166283421
4041,2413,49,0,54.01714883861865
4042,2317,13,0,25.899004024705366
4043,419,4,0,67.86630117218675
4044,474,1871,2,47.08353446151946
4045,1792,90,0,83.83217969463479
4046,688,1212,1,43.433063415627146
4047,2830,18,0,49.84851641363604
4048,898,4,0,65.87457059178318
4049,2645,5134,6,79.97872669290723
4050,681,4048,4,32.72175147138305
4051,1208,4277,5,36.58242152299636
4052,1037,90,0,30.109590771665378
4053,1660,5120,6,68.84587584119778
4054,3147,5214,6,57.70749028742549
4055,2476,1052,1,47.94032070833538
4056,2512,6372,7,47.81066127231791
4057,1104,5289,6,36.52643923413477
4058,407,129,0,82.06911238306323
4059,3217,2940,3,52.28285148057672
4060,3063,5109,6,64.52367142439833
4061,1511,1677,1,73.12285628314478
4062,2998,29,0,26.91798957024971
4063,1554,1096,1,82.93775222960672
4064,419,1189,1,86.64465243519204
4065,605,58,0,40.814257577783934
4066,2370,4280,5,34.110505764711995
4067,175,116,0,88.16576357692725
4068,2694,1919,2,52.74329324069526
4069,676,16,0,35.48430553523531
4070,676,97,0,67.81689990579684
4071,1836,5975,7,65.66012369044647
4072,1668,1905,2,53.82456951524296
4073,2486,1712,1,69.80018964509735
4074,1008,5061,6,52.517744497591224
4075,528,1291,1,60.10276710030605
4076,2191,1178,1,50.87294069101007
4077,178,4,0,63.90122929459445
4078,1608,91,0,65.23754173260257
4079,2448,5627,6,32.030695767523454
4080,223,5082,6,69.70837541802273
4081,1762,2714,2,67.01353941488298
4082,2982,1921,2,80.86089928830634
4083,705,133,0,56.89494429020627
4084,2989,3009,3,60.89879646716363
4085,203,5095,6,77.14564929140629
4086,1332,2183,2,46.18907534007502
4087,539,110,0,68.38216077691627
4088,3130,5492,6,64.3025042778255
4089,1340,91,0,33.97030895649366
4090,2203,49,0,39.030390114124614
4091,52,1049,1,56.33878535518486
4092,2314,18,0,48.37703512828398
4093,344,9,0,31.205676173782795
4094,1805,37,0,34.77037947970706
4095,447,97,0,49.0081052497626
4096,2349,1175,1,66.13474276917603
4097,666,42,0,64.52754347158375
4098,1690,5098,6,66.48447905747662
4099,557,5083,6,52.63669769578497
4100,2452,5111,6,66.45417826655068
4101,59,96,0,83.66340071731517
4102,491,96,0,50.47741004589329
4103,659,1706,1,36.541251919808886
4104,968,36,0,50.67123111925202
4105,2968,1211,1,48.658705838552905
4106,2056,63,0,56.17196894763136
4107,1247,85,0,46.37508894166924
4108,1805,1133,1,35.92612693330671
4109,1776,5089,6,68.7387969698664
4110,1785,5078,6,45.799833295063976
4111,1184,80,0,57.355679221621926
4112,371,5081,6,49.555427725304554
4113,2735,837,0,42.914857160863086
4114,1017,2109,2,66.50166964589059
4115,3226,5121,6,68.6669321687631
4116,3117,1905,2,74.19426406665174
4117,879,5065,6,47.2647508850164
4118,266,5091,6,51.70465584255903
4119,1043,51,0,33.96418090599281
4120,961,18,0,68.25222890167029
4121,1311,1905,2,68.02240753225017
4122,531,37,0,70.81632725887513
4123,1631,1862,2,24.337703988233823
4124,1321,1687,1,65.65111244317256
4125,2461,5065,6,67.21685420957009
4126,2854,4300,5,50.71903591641205
4127,2661,5290,6,30.26018333438319
4128,118,6332,7,35.3142472834529
4129,1347,1153,1,46.02281010646919
4130,1340,0,0,40.63237816439391
4131,2298,4,0,25.132451512062563
4132,2530,3045,3,48.57077389395604
4133,253,86,0,63.01034838498179
4134,2179,4,0,75.661971241297
4135,1164,86,0,72.55877038173958
4136,1614,49,0,49.67844940305809
4137,2262,5127,6,45.05447868105901
4138,2842,1271,1,67.29837302205944
4139,326,5079,6,50.34982358814763
4140,2590,1152,1,50.288041641337
4141,2816,96,0,47.24987226773628
4142,2645,5117,6,68.44705275899625
4143,1089,5483,6,23.63846093975179
4144,2869,13,0,68.93814470674485
4145,2709,15,0,51.456842101775216
4146,1154,1851,2,32.11315628711413
4147,792,83,0,81.49074468579343
4148,2246,1880,2,31.36224358133403
4149,2332,55,0,33.395109182284756
4150,1366,44,0,45.60826175641547
4151,1528,1039,1,68.68082905924152
4152,1775,1873,2,57.18749767163132
4153,1519,1871,2,76.8268528970751
4154,2890,5122,6,69.44025881078473
4155,3154,5085,6,53.330604286374495
4156,3014,346,0,61.49687097132078
4157,2643,16,0,69.31012650362962
4158,2502,1094,1,65.84214662791943
4159,589,4345,5,65.40970190229045
4160,2036,1136,1,10.696208210477463
4161,1693,1133,1,58.18617624472025
4162,792,49,0,67.37850310368097
4163,1675,1151,1,32.188270376049395
4164,2020,2946,3,38.20099654185301
4165,3226,5070,6,68.55063590085065
4166,2967,61,0,29.87458892864325
4167,2547,44,0,49.62712629372132
4168,413,5051,6,19.570997981758484
4169,700,4733,5,51.80066131840883
4170,681,42,0,51.19419083532737
4171,2882,5290,6,64.62005607142083
4172,613,1956,2,53.15425317699176
4173,2411,42,0,73.55711462158877
4174,1566,79,0,82.22576416931601
4175,465,37,0,36.39325728699818
4176,588,1178,1,37.164374519170615
4177,2918,131,0,53.443073660933614
4178,1777,5130,6,51.52815789176142
4179,2543,81,0,74.15771417712492
4180,1673,1180,1,39.23517733500837
4181,1164,1180,1,75.35232514840456
4182,1729,1862,2,80.8132967734544
4183,309,1215,1,46.752935236049
4184,2347,1264,1,56.87734065391003
4185,3183,22,0,62.88768970123634
4186,3004,4274,5,67.58978047028464
4187,816,15,0,70.44716371549674
4188,3169,35,0,60.49178755577987
4189,3165,5061,6,37.923059212561554
4190,2883,1993,2,72.81849493900097
4191,665,4434,5,22.73590728228885
4192,1556,1926,2,32.182736318310766
4193,1412,1142,1,67.27265528219915
4194,975,4147,5,67.81162663432737
4195,1400,22,0,15.566859005131873
4196,447,1917,2,69.86472926822518
4197,2476,16,0,82.67311973623691
4198,3057,1851,2,53.92537851876588
4199,2681,21,0,23.458045445891145
4200,2008,15,0,68.87847639863209
4201,3245,38,0,52.33041965106416
4202,2513,5148,6,78.81893623342623
4203,1040,5061,6,64.1213174349032
4204,2606,5085,6,64.39686345225861
4205,2673,33,0,53.770667652296744
4206,1978,21,0,64.90166652140375
4207,352,7494,7,35.79892430288917
4208,346,3911,4,80.15111567399582
4209,2748,21,0,79.84017383884954
4210,2340,1905,2,64.43592227241584
4211,3089,4255,5,50.48784821556809
4212,2962,4283,5,57.54459892249813
4213,104,4226,5,53.60124657159028
4214,2276,1873,2,50.81086308756934
4215,2455,8,0,32.498747999554865
4216,1717,5056,6,40.61136889040489
4217,1017,2197,2,58.448379237541275
4218,3146,1214,1,66.49232701577004
4219,405,5084,6,49.52318231593016
4220,1491,86,0,74.68756265173005
4221,2370,5085,6,50.95268492608428
4222,2275,1369,1,29.900829348941958
4223,3182,1862,2,77.71346188533498
4224,2959,4733,5,82.46588541320412
4225,195,4147,5,66.90573474689333
4226,585,5062,6,63.577149988554254
4227,2867,1219,1,66.76538074583269
4228,2447,58,0,79.14416081440666
4229,636,1052,1,85.01113431130126
4230,136,73,0,50.96127769771812
4231,575,95,0,51.5748724839445
4232,2187,5291,6,50.27467086830122
4233,2681,22,0,35.19923959256293
4234,267,6268,7,50.31243000217747
4235,906,1871,2,71.69432936418482
4236,3208,4247,5,17.2156187151902
4237,2257,1871,2,47.28616352611539
4238,360,1212,1,68.51342436713216
4239,2681,15,0,24.019546506312377
4240,636,12,0,64.09090072527562
4241,2709,1179,1,48.75918535202166
4242,1802,36,0,29.953362973626227
4243,1175,1687,1,55.45567604665344
4244,915,2167,2,53.50776765218176
4245,2892,5291,6,31.07719748383026
4246,1687,5527,6,26.654072197135438
4247,2573,38,0,48.041585813507844
4248,969,5134,6,71.39475284263749
4249,2611,5148,6,53.375924038498226
4250,1760,82,0,77.94450628684025
4251,1918,5092,6,21.987552749337354
4252,1964,2011,2,47.8247603018708
4253,1079,1180,1,54.6087284266375
4254,1373,97,0,30.69851858280657
4255,2017,5108,6,90.890729621133
4256,1087,3937,4,75.86637329976024
4257,3112,6332,7,69.39206421924331
4258,1410,5308,6,67.55577262492854
4259,2453,49,0,83.34624367843674
4260,1855,1089,1,80.46344949784687
4261,193,91,0,65.15743679412354
4262,942,5084,6,66.57909666087843
4263,2805,12,0,25.442205849659185
4264,1246,95,0,47.10738395535911
4265,296,8,0,64.16380033179058
4266,1590,5068,6,78.38200164410917
4267,150,587,0,46.20628502336112
4268,2809,1125,1,90.48317496612266
4269,1540,4226,5,72.96742859543622
4270,1464,91,0,37.00706727223806
4271,2360,4056,4,46.09959584117815
4272,408,73,0,27.896787553020168
4273,2892,3817,4,64.31157364075469
4274,2037,1742,1,55.40954528438939
4275,1040,5065,6,59.780451586422394
4276,1866,5292,6,39.92287397186819
4277,1518,1,0,41.285431994510304
4278,147,5105,6,26.62208740825503
4279,394,42,0,59.8565175425888
4280,2380,4226,5,53.13955028473409
4281,436,5087,6,29.214611757398938
4282,838,159,0,62.09896581032927
4283,1759,1137,1,65.4783721042565
4284,1722,97,0,83.97484904212858
4285,3216,5130,6,45.32809044792814
4286,2995,1178,1,64.28563093043769
4287,988,33,0,78.39363137303808
4288,1164,35,0,65.36137686103748
4289,888,5108,6,50.518959783611955
4290,1126,2371,2,31.87467744269684
4291,2375,1711,1,51.56741442685815
4292,604,95,0,53.9580814461269
4293,2898,5284,6,40.52079480080052
4294,2046,1905,2,64.72480168665876
4295,1480,5123,6,49.74300264783178
4296,72,38,0,32.53151443556757
4297,2186,5078,6,62.731985472501066
4298,1284,5121,6,52.24219118066161
4299,2562,5072,6,68.62978268989737
4300,3052,86,0,50.498849144412844
4301,3231,5074,6,74.7726749072891
4302,655,1851,2,67.53284412482404
4303,1431,1921,2,66.54192133457245
4304,718,27,0,52.951064686727676
4305,1705,10,0,45.0947653522317
4306,690,4431,5,62.31810274544076
4307,876,4291,5,77.6673337799692
4308,315,1096,1,22.67106425803554
4309,427,61,0,28.196208753840178
4310,1401,5051,6,67.16950822272601
4311,1294,5068,6,77.23075910648586
4312,1089,5115,6,66.03386218769491
4313,2374,3057,3,47.135577871652615
4314,2349,13,0,48.873388255895314
4315,2910,27,0,86.75077271177445
4316,1870,71,0,55.40493973217029
4317,942,5291,6,37.273977029911556
4318,3268,5288,6,71.69774262381958
4319,2623,1693,1,66.14562116641429
4320,2330,5123,6,30.705575467264428
4321,2101,45,0,20.754162275334014
4322,2607,1196,1,47.78123898390326
4323,76,429,0,42.922963118901635
4324,3053,1089,1,19.10286857326699
4325,1554,1121,1,20.50311897092198
4326,72,63,0,32.90018526672679
4327,1248,5078,6,56.22226260527181
4328,1257,5288,6,50.30351045316058
4329,1381,1048,1,65.6438460506237
4330,2546,1930,2,46.30140822124734
4331,1621,79,0,60.13225100945935
4332,3247,1311,1,56.73472609878802
4333,1563,36,0,64.36555954663363
4334,1748,38,0,66.68976314267579
4335,1021,1893,2,22.488228980078173
4336,1549,86,0,71.23250640952335
4337,2768,1245,1,52.52842959520701
4338,1225,5339,6,31.991319940034515
4339,762,161,0,32.400498155705456
4340,285,5122,6,71.27263415938089
4341,3247,1374,1,70.50545925746451
4342,649,5095,6,53.49475085571502
4343,2367,4246,5,36.130265201269566
4344,2691,91,0,50.38445521263524
4345,765,49,0,64.84586537846018
4346,1068,4,0,89.2562698062921
4347,435,36,0,70.67981883133248
4348,1759,9,0,45.77065717214264
4349,2008,33,0,57.135639360561754
4350,1741,5131,6,69.34760292909509
4351,1189,5287,6,69.92895693573524
4352,3074,154,0,25.84922205567305
4353,1699,6372,7,48.262675716894464
4354,1442,36,0,46.39936361709836
4355,459,4289,5,82.83518663267215
4356,2303,1139,1,27.655023437963113
4357,2606,5063,6,64.6633077707434
4358,568,5287,6,62.14793112675911
4359,364,4255,5,81.11642408701758
4360,1291,33,0,48.60319660719126
4361,745,5531,6,66.7114013711158
4362,1383,9,0,75.37515132523019
4363,2818,163,0,44.19750797876299
4364,2197,2940,3,65.21652218931618
4365,1800,5293,6,81.12918529182899
4366,1143,1677,1,40.41413314539246
4367,1461,5066,6,37.28321080428153
4368,2628,15,0,61.41227292325731
4369,76,427,0,17.494636631084862
4370,2141,1057,1,50.793834500506335
4371,2188,42,0,26.304363676868032
4372,744,2941,3,34.12432828572982
4373,762,154,0,25.099616458850374
4374,2750,5338,6,62.92357627675856
4375,2513,5111,6,68.87921574197833
4376,721,21,0,51.09221039557622
4377,2587,4024,4,68.76006793014348
4378,1034,424,0,33.62526141267473
4379,1027,5143,6,48.5730023061683
4380,1559,86,0,72.06178813187796
4381,2627,1153,1,44.36989243490178
4382,1693,1052,1,71.08552732669594
4383,1582,1230,1,78.52175616304967
4384,2502,0,0,87.44290140751103
4385,720,1099,1,51.45667958498362
4386,736,1959,2,69.65757728026406
4387,269,1115,1,75.02950123498303
4388,3098,0,0,67.91141206978094
4389,2964,134,0,50.93034483489835
4390,512,1933,2,63.29297989594038
4391,67,1153,1,85.39657163861513
4392,1012,37,0,47.88236794383302
4393,1528,61,0,30.890563213175177
4394,733,4236,5,81.947656584302
4395,247,1178,1,72.79880777681944
4396,934,5423,6,51.164184787319726
4397,447,49,0,47.33551269941549
4398,219,1086,1,41.50590716569381
4399,219,6349,7,62.1608671602162
4400,296,1127,1,49.981188621993354
4401,1533,91,0,60.61807302845009
4402,1656,2011,2,50.657389735807804
4403,2414,1851,2,32.13412699291806
4404,1296,1917,2,69.76029701778509
4405,2647,36,0,87.39467628446722
4406,3179,5289,6,63.67499694035312
4407,509,6277,7,34.786143010118174
4408,67,1,0,77.12281298128326
4409,1700,5061,6,80.01339834591855
4410,1043,5095,6,16.34953001769887
4411,1703,5085,6,34.02516368796703
4412,2746,1234,1,68.17615227976755
4413,932,5078,6,65.8443154239468
4414,941,1917,2,79.67720501482758
4415,674,1966,2,70.81663522932656
4416,2046,5066,6,45.90717920784695
4417,3178,1163,1,30.617932474347356
4418,1027,5345,6,47.58518571475109
4419,1750,1871,2,47.4108057213179
4420,213,129,0,67.28041894193024
4421,1315,15,0,29.480441444065814
4422,742,4,0,64.91145769408047
4423,691,5064,6,53.924455523968
4424,1355,1241,1,71.56373042985298
4425,808,2944,3,68.43186076666458
4426,879,2525,2,29.259640697620178
4427,1769,5456,6,71.96918176268832
4428,1089,5462,6,46.55057449712448
4429,2650,3822,4,83.98391472873084
4430,951,5051,6,64.98056604620406
4431,2127,2116,2,85.70326644752784
4432,1672,85,0,77.82347626018877
4433,3044,104,0,35.699657982552125
4434,558,5061,6,44.12798583546576
4435,1236,1244,1,49.60267132565312
4436,2152,1993,2,43.54189992512057
4437,2388,5129,6,33.83150439859722
4438,481,1862,2,69.15367925397346
4439,2486,5076,6,31.80936963493545
4440,2609,840,0,39.19682390903273
4441,2643,45,0,65.46938994021208
4442,2454,1161,1,70.94958559154438
4443,1135,22,0,26.47801312493653
4444,618,796,0,38.87474835451391
4445,3114,83,0,66.45532627345032
4446,364,1100,1,35.1732278876265
4447,961,85,0,67.95082846824165
4448,1916,163,0,23.35359622738222
4449,2502,8,0,74.4500809043763
4450,1190,81,0,32.279426712418434
4451,2144,2939,3,35.7912210491934
4452,1336,54,0,61.87507196815726
4453,2663,4225,5,50.17057977519726
4454,2273,5426,6,77.28821052694177
